Incident Number,Priority,Resolving_Group,assignment_group_id,Resolving_group_id,open_date,Resolution Code,Configuration Item,Application Name,Application_Service_Owner,description,App Inst Comments,Open_month_year
IN33106763,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489059796,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33107056,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489060905,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33107213,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489061514,UnClassified.Advice Given to User,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33107831,Priority-4,HOST-CORE-BANKING-RPS-L2,8FF43C9790E511E6A21110000000C959,8FF43C9790E511E6A21110000000C959,1489063982,Server.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33107929,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489064394,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33108839,Priority-2,HTSE-ANENV-BATCH,5B1C2201A3E911E5A54A862C495A4502,5B1C2201A3E911E5A54A862C495A4502,1489068064,-,ANENV,GIS SAS Point of Presence,Stuart ANDERSON,"GCC : Control M job LDWHGCDMFPC reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5vzya (For URL, insert ampersand prior to orderid=)",-,Mar-2017
IN33109028,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489068677,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa15 has produced the following alert CDC0001 Abnormal Subscription DOH01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33109348,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489069897,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWDMOCRD07 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5tapv (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33109476,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489070367,Unclassified Alert Investigated no Action,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,GCC : DMU0185 The allowed number of Transformation Server error messages has been exceeded.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33109639,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489071065,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33109735,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489071392,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : CDU0013E DUASPHBT 0013 SERVICE ANOMALY SERV: GNR UPDATES TRAN: DS79 NOT RUNNING IN LQ01CIA9,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33109742,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489071398,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : CDU0005E DUASPAVL 0005 SERVICE INHIBITED: GNR UPDATES,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33110267,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1489073550,Batch Completed,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M U 5 7 2 ENDED with error CODE U010,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33110509,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489074568,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHODBPR03 reported Status LDWHODBPR03 IS RUNNING LATE, PL CONTACT SUPPORT AS PER OJD https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5s3g4 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33110520,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489074572,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHODBPR02 reported Status LDWHODBPR02 IS RUNNING LATE, PL CONTACT SUPPORT AS PER OJD https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5s3g3 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33111144,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489077015,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33111224,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489077365,Remote.Advise given to user,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33112394,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489083781,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa17 has produced the following alert CDC0001 Abnormal Subscription LBM01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33112555,Priority-4,HBAR-SWD-RBWM-Data-Services,894204F984BC11E58E7310000000C957,894204F984BC11E58E7310000000C957,1489085080,UnClassified.Advice Given to User,EDWH-AR,Enterprise Data Warehouse AR,Patricia V BARROSO,,"12070768, 16-Dec-2015 at 13:30: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership deleted after central team analysis of primary functions",Mar-2017
IN33113072,Priority-4,HTS-GHD-HTSA-Region,C580A756BDFF11E1A8D710000000C959,C580A756BDFF11E1A8D710000000C959,1489089161,Assisted User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33113139,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489090026,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,KAPPA15 CDCCHK job in error,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33113153,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1489089789,Processing.Batch Restarted,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M T N 3 0 ENDED with error CODE JCL,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33113180,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1489090000,UnClassified.Duplicate Ticket,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M T N 3 0 ENDED with error CODE JCL,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33113298,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1489091246,Batch Completed,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M X 0 4 7 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33113299,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489091315,Unclassified Alert Investigated no Action,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,DMU0185 The allowed number of Transformation Server error messages has been exceeded.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33114397,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489101934,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICD03 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wtci (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33116215,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489113999,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33117230,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489117145,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHIHU163 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wsoz (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33117880,Priority-4,HTSE-Anenv,E80152A1790411DDA73710000000C959,E80152A1790411DDA73710000000C959,1489121263,Unclassified Alert Ignored,ANENV,GIS SAS Point of Presence,Stuart ANDERSON,,-,Mar-2017
IN33117896,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489121366,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa15 has produced the following alert CDC0001 Abnormal Subscription DOH01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33117991,Priority-5,HTSE-Anenv,E80152A1790411DDA73710000000C959,E80152A1790411DDA73710000000C959,1489122259,-,ANENV,GIS SAS Point of Presence,Stuart ANDERSON,,-,Mar-2017
IN33118443,Priority-4,-,B78AB7BF977211E58D8310000000C957,-,1489125079,-,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33118733,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489126416,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33118772,Priority-4,HTSE-Anenv,E80152A1790411DDA73710000000C959,E80152A1790411DDA73710000000C959,1489126514,Processing.File Restored,ANENV,GIS SAS Point of Presence,Stuart ANDERSON,,-,Mar-2017
IN33118842,Priority-4,HTSE-Anenv,E80152A1790411DDA73710000000C959,E80152A1790411DDA73710000000C959,1489126797,-,ANENV,GIS SAS Point of Presence,Stuart ANDERSON,,-,Mar-2017
